text,label,rationale,tokens
"మీరు ఎందుకు తెలుసుకోవాలనుకుంటే... ఆ వైఖరి కూడా ఎలా ఉందో చూడండి, అది సినిమాలో నేర్చుకోవడం సులభం.",0,,"['మీరు', 'ఎందుకు', 'తెలుసుకోవాలనుకుంటే...', 'ఆ', 'వైఖరి', 'కూడా', 'ఎలా', 'ఉందో', 'చూడండి,', 'అది', 'సినిమాలో', 'నేర్చుకోవడం', 'సులభం.']"
"నా క్రికెట్ మ్యాచ్లలో ఒకదానిలో మీరు మమ్మల్ని ఓడించలేరు, ఇప్పుడు మేము మిమ్మల్ని బీజేపీ తరహాలో ఓడించడానికి ప్రయత్నిస్తున్నాం, మీరు మంచి క్రికెట్ మ్యాచ్ ఎందుకు చేయరు?",0,,"['నా', 'క్రికెట్', 'మ్యాచ్లలో', 'ఒకదానిలో', 'మీరు', 'మమ్మల్ని', 'ఓడించలేరు,', 'ఇప్పుడు', 'మేము', 'మిమ్మల్ని', 'బీజేపీ', 'తరహాలో', 'ఓడించడానికి', 'ప్రయత్నిస్తున్నాం,', 'మీరు', 'మంచి', 'క్రికెట్', 'మ్యాచ్', 'ఎందుకు', 'చేయరు?']"
థాంక్ శంకరన్న ప్రవీణ్ అన్న కి స్క్రీన్ ఇచినండుకు మీ ఇద్దరినీ చూడటం ఆనందంగా ఉంది.,0,,"['థాంక్', 'శంకరన్న', 'ప్రవీణ్', 'అన్న', 'కి', 'స్క్రీన్', 'ఇచినండుకు', 'మీ', 'ఇద్దరినీ', 'చూడటం', 'ఆనందంగా', 'ఉంది.']"
మిమ్మల్ని ఎక్కడో చూసీ నట్టూండే,0,,"['మిమ్మల్ని', 'ఎక్కడో', 'చూసీ', 'నట్టూండే']"
ఐవి న్యూస్ అంతరా అసలు,0,,"['ఐవి', 'న్యూస్', 'అంతరా', 'అసలు']"
శంకర్ నువ్ కల్సి ఈ చానెల్ ని నడిపియున్రి మంచిగుంటాడి,0,,"['శంకర్', 'నువ్', 'కల్సి', 'ఈ', 'చానెల్', 'ని', 'నడిపియున్రి', 'మంచిగుంటాడి']"
రే అపారా నీ తెలివితక్కువ మతలు,0,,"['రే', 'అపారా', 'నీ', 'తెలివితక్కువ', 'మతలు']"
నువ్వే పెద్ద జోకర్ వి మల్లి... అన్నా ని అంతున్నారు,0,,"['నువ్వే', 'పెద్ద', 'జోకర్', 'వి', 'మల్లి...', 'అన్నా', 'ని', 'అంతున్నారు']"
TRS కు చెస్టే నువ్వేకు మద్దతు ఇస్తుంది,0,,"['TRS', 'కు', 'చెస్టే', 'నువ్వేకు', 'మద్దతు', 'ఇస్తుంది']"
అన్నా సూపర్ బ్రదర్,0,,"['అన్నా', 'సూపర్', 'బ్రదర్']"
ది ఫేక్ న్యూస్ లైన్,0,,"['ది', 'ఫేక్', 'న్యూస్', 'లైన్']"
నీవు గ్రేట్ అన్నా... సూపర్.,0,,"['నీవు', 'గ్రేట్', 'అన్నా...', 'సూపర్.']"
నువ్వూ ట్రస్ ను అడుగుర నువ్వూ 90 ఎంఎల్ గా మల్లన్న కాలి గోటికీ సారీ పోవురా నువ్వూ నె బటుకు తో,0,,"['నువ్వూ', 'ట్రస్', 'ను', 'అడుగుర', 'నువ్వూ', '90', 'ఎంఎల్', 'గా', 'మల్లన్న', 'కాలి', 'గోటికీ', 'సారీ', 'పోవురా', 'నువ్వూ', 'నె', 'బటుకు', 'తో']"
kcr bsp విలువ ఎన్ని నెలలు,0,,"['kcr', 'bsp', 'విలువ', 'ఎన్ని', 'నెలలు']"
జై తీన్మార్ మల్లన్న,0,,"['జై', 'తీన్మార్', 'మల్లన్న']"
నివు కెసిఆర్ తో తోవ్ రా చిల్కా,0,,"['నివు', 'కెసిఆర్', 'తో', 'తోవ్', 'రా', 'చిల్కా']"
సంజయ్ అన్నాని ఆంటె నికు పగులుధు హై...,0,,"['సంజయ్', 'అన్నాని', 'ఆంటె', 'నికు', 'పగులుధు', 'హై...']"
ధేసాన్ని అమ్మీస్వాడు యెవడికి హీరో? మీకా?,0,,"['ధేసాన్ని', 'అమ్మీస్వాడు', 'యెవడికి', 'హీరో?', 'మీకా?']"
జై కాంగ్రెస్ జై కాంగ్రెస్ పక్కా జై రేవతా రెడ్డిని గెలుచుకుంది.,0,,"['జై', 'కాంగ్రెస్', 'జై', 'కాంగ్రెస్', 'పక్కా', 'జై', 'రేవతా', 'రెడ్డిని', 'గెలుచుకుంది.']"
"ఉదాహరణకు, పేరోల్ గంటలు మారితే, ఎమ్మెల్యే గెలుస్తారు, మరియు ప్రతి ఎమ్మెల్యేకు మధ్యలో అనేక ఎఫ్ఏఆర్ఎం పాయింట్లు ఉంటాయి.",0,,"['ఉదాహరణకు,', 'పేరోల్', 'గంటలు', 'మారితే,', 'ఎమ్మెల్యే', 'గెలుస్తారు,', 'మరియు', 'ప్రతి', 'ఎమ్మెల్యేకు', 'మధ్యలో', 'అనేక', 'ఎఫ్ఏఆర్ఎం', 'పాయింట్లు', 'ఉంటాయి.']"
ఈ కలాం అమ్మాయిలూ కి డబ్బులి వుంటే చాలు అనుకుంటారూ,0,,"['ఈ', 'కలాం', 'అమ్మాయిలూ', 'కి', 'డబ్బులి', 'వుంటే', 'చాలు', 'అనుకుంటారూ']"
జై కొడాలి నాని మేరు ఓకా డైనమిక్ లీడర్,0,,"['జై', 'కొడాలి', 'నాని', 'మేరు', 'ఓకా', 'డైనమిక్', 'లీడర్']"
పిచ్చి పుకు కుక్కా నా మెద్ధా నుంచీ లేయి,0,,"['పిచ్చి', 'పుకు', 'కుక్కా', 'నా', 'మెద్ధా', 'నుంచీ', 'లేయి']"
ఈ వీడియో చుసిన్తర్వతా మీ మీదా గౌరవం పెరిగింది,0,,"['ఈ', 'వీడియో', 'చుసిన్తర్వతా', 'మీ', 'మీదా', 'గౌరవం', 'పెరిగింది']"
ఈ అమ్మై చలా bagundhi.pade పడే చుడాలినిపిస్తుంధి,0,,"['ఈ', 'అమ్మై', 'చలా', 'bagundhi.pade', 'పడే', 'చుడాలినిపిస్తుంధి']"
మంచి మరియు చాలా దయగల సంజ్ఞ. ఇంటర్వ్యూ,0,,"['మంచి', 'మరియు', 'చాలా', 'దయగల', 'సంజ్ఞ.', 'ఇంటర్వ్యూ']"
డీల్ వీడియో తెసి పెట్టు. చేత న్యూస్.,0,,"['డీల్', 'వీడియో', 'తెసి', 'పెట్టు.', 'చేత', 'న్యూస్.']"
బీజేపీ ని లెపిండి కె. ఆర్. మరియు టి. ఆర్. ఎస్.........................................................................................................................................................................................,0,,"['బీజేపీ', 'ని', 'లెపిండి', 'కె.', 'ఆర్.', 'మరియు', 'టి.', 'ఆర్.', 'ఎస్.........................................................................................................................................................................................']"
ట్విట్టర్ టిల్లు గాబి బనిసా,0,,"['ట్విట్టర్', 'టిల్లు', 'గాబి', 'బనిసా']"
కెటిఆర్ వల్లా హైదరాబాద్ బగా డెవ్లోప్ అయ్యిందీ జై కెటిఆర్,0,,"['కెటిఆర్', 'వల్లా', 'హైదరాబాద్', 'బగా', 'డెవ్లోప్', 'అయ్యిందీ', 'జై', 'కెటిఆర్']"
అప్పుడు మీరు ఉపరితల వైశాల్యాన్ని సులభంగా అర్థం చేసుకోగలిగే విధంగా నిర్వచించాలి.,0,,"['అప్పుడు', 'మీరు', 'ఉపరితల', 'వైశాల్యాన్ని', 'సులభంగా', 'అర్థం', 'చేసుకోగలిగే', 'విధంగా', 'నిర్వచించాలి.']"
"నిజానికి, మీరు విజయవంతం కావాలనుకుంటే, మీరు విజయవంతం కావాలి అని మీరు చెప్పవచ్చు.",0,,"['నిజానికి,', 'మీరు', 'విజయవంతం', 'కావాలనుకుంటే,', 'మీరు', 'విజయవంతం', 'కావాలి', 'అని', 'మీరు', 'చెప్పవచ్చు.']"
"తెలుగు ప్రజలు బధలు తిర్చేది ఒక్కటే, మహేష్ బాబు గారు, మీ ధైర్యసాహసాలకు ధన్యవాదాలు.",0,,"['తెలుగు', 'ప్రజలు', 'బధలు', 'తిర్చేది', 'ఒక్కటే,', 'మహేష్', 'బాబు', 'గారు,', 'మీ', 'ధైర్యసాహసాలకు', 'ధన్యవాదాలు.']"
తార్కికంగా మీరు చెప్పినది సరిగ్గా సరైనది.. ప్రభుత్వం యొక్క భావనలను మరియు ఇతర పరిపాలనా విధానాన్ని మీరు వివరించిన విధానాన్ని మెచ్చుకున్నాను.,0,,"['తార్కికంగా', 'మీరు', 'చెప్పినది', 'సరిగ్గా', 'సరైనది..', 'ప్రభుత్వం', 'యొక్క', 'భావనలను', 'మరియు', 'ఇతర', 'పరిపాలనా', 'విధానాన్ని', 'మీరు', 'వివరించిన', 'విధానాన్ని', 'మెచ్చుకున్నాను.']"
కాబట్టి అంతకు ముందు నేను ఈ వీడియోలను చేయడానికి కారణం నాకు ప్రేరణ అవసరం అని మీకు చెప్తాను.,0,,"['కాబట్టి', 'అంతకు', 'ముందు', 'నేను', 'ఈ', 'వీడియోలను', 'చేయడానికి', 'కారణం', 'నాకు', 'ప్రేరణ', 'అవసరం', 'అని', 'మీకు', 'చెప్తాను.']"
మీ ప్రవాహం మరియు బిజిఎం సూపర్ బ్రో చిన్చెసావ్,0,,"['మీ', 'ప్రవాహం', 'మరియు', 'బిజిఎం', 'సూపర్', 'బ్రో', 'చిన్చెసావ్']"
"అన్నా నేను ఒక thing.u చెప్పాలనుకుంటున్నాను, మనసును కదిలించే నిజాలు నిన్ను ప్రేమిస్తున్నాను సోదరా. కొనసాగించండి, నేను నిన్ను చూసి నిజంగా గర్వపడుతున్నాను సోదరా.",0,,"['అన్నా', 'నేను', 'ఒక', 'thing.u', 'చెప్పాలనుకుంటున్నాను,', 'మనసును', 'కదిలించే', 'నిజాలు', 'నిన్ను', 'ప్రేమిస్తున్నాను', 'సోదరా.', 'కొనసాగించండి,', 'నేను', 'నిన్ను', 'చూసి', 'నిజంగా', 'గర్వపడుతున్నాను', 'సోదరా.']"
బ్రో మోటో వ్లాగింగ్ లో అంధారి కన్నా నువ్వే ఇస్తాం నాకు,0,,"['బ్రో', 'మోటో', 'వ్లాగింగ్', 'లో', 'అంధారి', 'కన్నా', 'నువ్వే', 'ఇస్తాం', 'నాకు']"
సర్ చివరిసారి న్యూజిలాండ్ టీ20 సిరీస్ లో ఒక రన్ అవుట్ అలానీ చెసడు.. మనసును కదిలించే రన్ అవుట్ సర్ ఆది.,0,,"['సర్', 'చివరిసారి', 'న్యూజిలాండ్', 'టీ20', 'సిరీస్', 'లో', 'ఒక', 'రన్', 'అవుట్', 'అలానీ', 'చెసడు..', 'మనసును', 'కదిలించే', 'రన్', 'అవుట్', 'సర్', 'ఆది.']"
"నాకు నిజంగా బంతి ఉంటే మీరు నాకు చెప్పండి, నేను ఎక్కడికి వెళుతున్నానో నాకు తెలియదు. రాజు పాలన గురించి చెప్పండి.",0,,"['నాకు', 'నిజంగా', 'బంతి', 'ఉంటే', 'మీరు', 'నాకు', 'చెప్పండి,', 'నేను', 'ఎక్కడికి', 'వెళుతున్నానో', 'నాకు', 'తెలియదు.', 'రాజు', 'పాలన', 'గురించి', 'చెప్పండి.']"
భారత క్రికెట్కు ప్రత్యేక అభినందనలు (అంతర్జాతీయ ఆస్ట్రేలియా బోర్డు),0,,"['భారత', 'క్రికెట్కు', 'ప్రత్యేక', 'అభినందనలు', '(అంతర్జాతీయ', 'ఆస్ట్రేలియా', 'బోర్డు)']"
నేను చాలా ఆకట్టుకున్నాను మరియు ఆకట్టుకున్నాను... ధన్యవాదాలు,0,,"['నేను', 'చాలా', 'ఆకట్టుకున్నాను', 'మరియు', 'ఆకట్టుకున్నాను...', 'ధన్యవాదాలు']"
లోకేష్ అన్న నువ్ సూపర్ అన్నా మిమ్మల్ని ఈ విధంగా మాట్లాడటం చూసి నేను గర్వపడుతున్నాను జై లోకేష్.,0,,"['లోకేష్', 'అన్న', 'నువ్', 'సూపర్', 'అన్నా', 'మిమ్మల్ని', 'ఈ', 'విధంగా', 'మాట్లాడటం', 'చూసి', 'నేను', 'గర్వపడుతున్నాను', 'జై', 'లోకేష్.']"
లోకాష్ ఇప్పుడు ఇస్మార్ట్ డంకర్ అని పిలువబడుతుంది మరియు భారీ ఫాలోయింగ్ కలిగి ఉంది.,0,,"['లోకాష్', 'ఇప్పుడు', 'ఇస్మార్ట్', 'డంకర్', 'అని', 'పిలువబడుతుంది', 'మరియు', 'భారీ', 'ఫాలోయింగ్', 'కలిగి', 'ఉంది.']"
అన్నా తెలుగు కమ్యూనికేషన్ బానీ చేషవ్ను మెరుగుపరుస్తుంది,0,,"['అన్నా', 'తెలుగు', 'కమ్యూనికేషన్', 'బానీ', 'చేషవ్ను', 'మెరుగుపరుస్తుంది']"
"లోకేష్ గారూ, చింతించకండి. ప్రభుత్వం అలా చేయలేకపోతే, మేడమ్ 21 రోజుల్లో వారిని ఉరితీస్తారు. జబరదస్త్ ఛాలెంజ్. కౌంట్ డౌన్ మొదలవుతుంది. వారిని దిశా చట్టం కింద ఎట్టి పరిస్థితుల్లోనూ ఉరితీస్తారు.",0,,"['లోకేష్', 'గారూ,', 'చింతించకండి.', 'ప్రభుత్వం', 'అలా', 'చేయలేకపోతే,', 'మేడమ్', '21', 'రోజుల్లో', 'వారిని', 'ఉరితీస్తారు.', 'జబరదస్త్', 'ఛాలెంజ్.', 'కౌంట్', 'డౌన్', 'మొదలవుతుంది.', 'వారిని', 'దిశా', 'చట్టం', 'కింద', 'ఎట్టి', 'పరిస్థితుల్లోనూ', 'ఉరితీస్తారు.']"
"ప్రతి దానికీ ప్రభుత్వం టప్పు వుందడు ప్రజలు కొంచం మరాలి, వైఖరి మారుతుంది",0,,"['ప్రతి', 'దానికీ', 'ప్రభుత్వం', 'టప్పు', 'వుందడు', 'ప్రజలు', 'కొంచం', 'మరాలి,', 'వైఖరి', 'మారుతుంది']"
కొత్త ప్రభుత్వానికి ప్రాధాన్యతగా నేను ప్రస్తావించిన విషయాలలో రామకృష్ణారెడ్డి ఒకటి.,0,,"['కొత్త', 'ప్రభుత్వానికి', 'ప్రాధాన్యతగా', 'నేను', 'ప్రస్తావించిన', 'విషయాలలో', 'రామకృష్ణారెడ్డి', 'ఒకటి.']"
రామ్కృష్ణన్ గారు వడపడకండి గగన్ గారు మీకు చాలా అదృష్టం ఉంది.,0,,"['రామ్కృష్ణన్', 'గారు', 'వడపడకండి', 'గగన్', 'గారు', 'మీకు', 'చాలా', 'అదృష్టం', 'ఉంది.']"
"ఒక బీజేపీ కార్యకర్త 100, మరో పార్టీ కార్యకర్త సమ్మన్ జీ, కోమటిరెడ్డి బ్రదర్స్ జీ, మోడీ జీ.",0,,"['ఒక', 'బీజేపీ', 'కార్యకర్త', '100,', 'మరో', 'పార్టీ', 'కార్యకర్త', 'సమ్మన్', 'జీ,', 'కోమటిరెడ్డి', 'బ్రదర్స్', 'జీ,', 'మోడీ', 'జీ.']"
అడే మాతాని డుకుడుగ చేప్పండి. శివ గారు కనబదత్తారు మకు. వాయిస్ బెలగా వుంది.,0,,"['అడే', 'మాతాని', 'డుకుడుగ', 'చేప్పండి.', 'శివ', 'గారు', 'కనబదత్తారు', 'మకు.', 'వాయిస్', 'బెలగా', 'వుంది.']"
ఇటీవలి 3 నెలల నుండి నేను మీ వీడియోలకు బానిస అయ్యాను అన్నా. మీరు వివరించే విధానం మరియు యాస చాలా బాగుంది.,0,,"['ఇటీవలి', '3', 'నెలల', 'నుండి', 'నేను', 'మీ', 'వీడియోలకు', 'బానిస', 'అయ్యాను', 'అన్నా.', 'మీరు', 'వివరించే', 'విధానం', 'మరియు', 'యాస', 'చాలా', 'బాగుంది.']"
చూడానికీ వాస్తు అని చేప్పు సోదరుడిని సరిపోల్చండి,0,,"['చూడానికీ', 'వాస్తు', 'అని', 'చేప్పు', 'సోదరుడిని', 'సరిపోల్చండి']"
ఓకా పానీ చెడ్డం వడ పావ్ అనే బ్రాండ్ చెడ్డంను తిరిగి ప్రారంభించింది,0,,"['ఓకా', 'పానీ', 'చెడ్డం', 'వడ', 'పావ్', 'అనే', 'బ్రాండ్', 'చెడ్డంను', 'తిరిగి', 'ప్రారంభించింది']"
మీరు చేయవలసిన మొదటి పని రామారావు ఇస్సారి మిల్లును తెరవడం.,0,,"['మీరు', 'చేయవలసిన', 'మొదటి', 'పని', 'రామారావు', 'ఇస్సారి', 'మిల్లును', 'తెరవడం.']"
మీరు చేయవలసిన మొదటి పని రామారావు ఇస్సారి మిల్లును తెరవడం.,0,,"['మీరు', 'చేయవలసిన', 'మొదటి', 'పని', 'రామారావు', 'ఇస్సారి', 'మిల్లును', 'తెరవడం.']"
"ఒక నిర్దిష్ట దేశం చాలా అభివృద్ధి మధ్యలో ఉంటే, ఈ మాధ్యమంలో సంస్కృతి ఎందుకు అంత తక్కువగా ఉంది?",0,,"['ఒక', 'నిర్దిష్ట', 'దేశం', 'చాలా', 'అభివృద్ధి', 'మధ్యలో', 'ఉంటే,', 'ఈ', 'మాధ్యమంలో', 'సంస్కృతి', 'ఎందుకు', 'అంత', 'తక్కువగా', 'ఉంది?']"
వీళ్లందరి కాంటే ఆర్ఎస్పీ సర్ & ఈతల సర్ ఉత్తమ నాయకులు...,0,,"['వీళ్లందరి', 'కాంటే', 'ఆర్ఎస్పీ', 'సర్', '&', 'ఈతల', 'సర్', 'ఉత్తమ', 'నాయకులు...']"
ఫుల్ ఎంటర్టైన్మెంట్ అయిందీ...................................................................................................................................................................................................,0,,"['ఫుల్', 'ఎంటర్టైన్మెంట్', 'అయిందీ...................................................................................................................................................................................................']"
కెటిఆర్ః ఎన్ని ఇయర్స్ నా నిజస్వరుపన్ని బయతపడకుండ ఉన్నా.,0,,"['కెటిఆర్ః', 'ఎన్ని', 'ఇయర్స్', 'నా', 'నిజస్వరుపన్ని', 'బయతపడకుండ', 'ఉన్నా.']"
నరేంద్ర నీ మత్లాది ఏటువంతి ప్రార్థన,0,,"['నరేంద్ర', 'నీ', 'మత్లాది', 'ఏటువంతి', 'ప్రార్థన']"
మోడీ గాంధీనగర్ ప్యాంటీలు డోంగలేదే వాధు వాడు ఏంటి పిఎం మారి చిల్లర్ గా,0,,"['మోడీ', 'గాంధీనగర్', 'ప్యాంటీలు', 'డోంగలేదే', 'వాధు', 'వాడు', 'ఏంటి', 'పిఎం', 'మారి', 'చిల్లర్', 'గా']"
'పార్లమెంటు' అనే పదానికి అర్థం ఏమిటి?,0,,"[""'పార్లమెంటు'"", 'అనే', 'పదానికి', 'అర్థం', 'ఏమిటి?']"
"ఈ వ్యవధి ముగిసిన తరువాత, ఆ 80 కంటైనర్లను ఏర్పాటు చేయడానికి ప్రభుత్వానికి అప్పగించారు.",0,,"['ఈ', 'వ్యవధి', 'ముగిసిన', 'తరువాత,', 'ఆ', '80', 'కంటైనర్లను', 'ఏర్పాటు', 'చేయడానికి', 'ప్రభుత్వానికి', 'అప్పగించారు.']"
పెద్దవాడి క్షేత్రాలు తిరాలి మరియు పెద్దవాడి లగా జోడయాత్ర సంగాలి.,0,,"['పెద్దవాడి', 'క్షేత్రాలు', 'తిరాలి', 'మరియు', 'పెద్దవాడి', 'లగా', 'జోడయాత్ర', 'సంగాలి.']"
బీజేవై చలా మంచి కాన్సెప్ట్,0,,"['బీజేవై', 'చలా', 'మంచి', 'కాన్సెప్ట్']"
'అమరావతి రాజధాని మాచిక్ల్ కార్ గేమ్'. 'నో స్టాప్ నో సిట్'. 'ఏపీ' లో చాలా మంచి గేమ్.,0,,"[""'అమరావతి"", 'రాజధాని', 'మాచిక్ల్', 'కార్', ""గేమ్'."", ""'నో"", 'స్టాప్', 'నో', ""సిట్'."", ""'ఏపీ'"", 'లో', 'చాలా', 'మంచి', 'గేమ్.']"
"కాబట్టి, ఆ సందర్భంలో, మీరు మొత్తం దశలను తీసుకుంటే, మీకు మొత్తం దశల సంఖ్య లభిస్తుంది.",0,,"['కాబట్టి,', 'ఆ', 'సందర్భంలో,', 'మీరు', 'మొత్తం', 'దశలను', 'తీసుకుంటే,', 'మీకు', 'మొత్తం', 'దశల', 'సంఖ్య', 'లభిస్తుంది.']"
చాలా మంచి రాహుల్ గాంధీ.,0,,"['చాలా', 'మంచి', 'రాహుల్', 'గాంధీ.']"
"ఎన్నికలకు ముందు టీఆర్ఎస్ అంటే ఏమిటి, ఎన్నికల తర్వాత బీజేపీ అంటే ఏమిటి?",0,,"['ఎన్నికలకు', 'ముందు', 'టీఆర్ఎస్', 'అంటే', 'ఏమిటి,', 'ఎన్నికల', 'తర్వాత', 'బీజేపీ', 'అంటే', 'ఏమిటి?']"
లోపల డబుల్ గ్లేజ్డ్ కిటికీల ఉపయోగం ఏమిటో మీరు నాకు చెప్పగలరా?,0,,"['లోపల', 'డబుల్', 'గ్లేజ్డ్', 'కిటికీల', 'ఉపయోగం', 'ఏమిటో', 'మీరు', 'నాకు', 'చెప్పగలరా?']"
ప్రజలు చాలా అదృష్టవంతులు అని స్తాలిన్ చలా మంచి నాయకుడు అన్నారు.,0,,"['ప్రజలు', 'చాలా', 'అదృష్టవంతులు', 'అని', 'స్తాలిన్', 'చలా', 'మంచి', 'నాయకుడు', 'అన్నారు.']"
"ఇంతలో, ఇది ఒక సారి విషయం లేదా అది ఒక పార్టీ కార్యక్రమం లేదా అది ఒక ప్రసిద్ధ కార్యక్రమం.",0,,"['ఇంతలో,', 'ఇది', 'ఒక', 'సారి', 'విషయం', 'లేదా', 'అది', 'ఒక', 'పార్టీ', 'కార్యక్రమం', 'లేదా', 'అది', 'ఒక', 'ప్రసిద్ధ', 'కార్యక్రమం.']"
ఆరే నీకు నేను ఎలా అంతా పిచ్చి పుకు ఎడవా లగా కనపడుతవా పో రా బాబు,0,,"['ఆరే', 'నీకు', 'నేను', 'ఎలా', 'అంతా', 'పిచ్చి', 'పుకు', 'ఎడవా', 'లగా', 'కనపడుతవా', 'పో', 'రా', 'బాబు']"
ని న్యూస్ ని ఓవర్ యాక్షన్ కి దండం రా బాబు,0,,"['ని', 'న్యూస్', 'ని', 'ఓవర్', 'యాక్షన్', 'కి', 'దండం', 'రా', 'బాబు']"
కొత్త ఛానెల్ను ఎలా తెరవాలి మరియు పార్టీ లేదా వ్యక్తిని ఎలా ప్రారంభించాలి అనేది 1 నుండి 2 సంవత్సరాలలో చాలా ప్రాచుర్యం పొందుతుంది.,0,,"['కొత్త', 'ఛానెల్ను', 'ఎలా', 'తెరవాలి', 'మరియు', 'పార్టీ', 'లేదా', 'వ్యక్తిని', 'ఎలా', 'ప్రారంభించాలి', 'అనేది', '1', 'నుండి', '2', 'సంవత్సరాలలో', 'చాలా', 'ప్రాచుర్యం', 'పొందుతుంది.']"
ఒక్కా కెసిఆర్ తప్పా వెరే పార్టీ వల్లకి అమత్రం చెప్పారు మరియు తెన్మార్,0,,"['ఒక్కా', 'కెసిఆర్', 'తప్పా', 'వెరే', 'పార్టీ', 'వల్లకి', 'అమత్రం', 'చెప్పారు', 'మరియు', 'తెన్మార్']"
నేను బ్యాచిలర్ అన్నా.. ఆయిల్.. పెట్రోల్.. చుస్తే బయామ్ గా ఉండీ.,0,,"['నేను', 'బ్యాచిలర్', 'అన్నా..', 'ఆయిల్..', 'పెట్రోల్..', 'చుస్తే', 'బయామ్', 'గా', 'ఉండీ.']"
TRS వల్లూ ఎస్థేలెరా డబ్బులు రా సేల్,0,,"['TRS', 'వల్లూ', 'ఎస్థేలెరా', 'డబ్బులు', 'రా', 'సేల్']"
అన్న ని యాక్టింగ్ పెద్ద నమస్కరం,0,,"['అన్న', 'ని', 'యాక్టింగ్', 'పెద్ద', 'నమస్కరం']"
ఛానెల్ పేరు మార్పు చెస్కో... న్యూస్ లైన్ తెలుగు... తెలంగాణ వార్తలకు సంబంధించినది ఎక్కడ లేదు..................................................................................................................................................................................,0,,"['ఛానెల్', 'పేరు', 'మార్పు', 'చెస్కో...', 'న్యూస్', 'లైన్', 'తెలుగు...', 'తెలంగాణ', 'వార్తలకు', 'సంబంధించినది', 'ఎక్కడ', 'లేదు..................................................................................................................................................................................']"
డోంగా మల్లి గని గురించి ఒక వీడియో చేయండి,0,,"['డోంగా', 'మల్లి', 'గని', 'గురించి', 'ఒక', 'వీడియో', 'చేయండి']"
కామెంట్లు చీజ్ వల్లా ఇస్తం... పోయ్ నీ సెపరేట్ సైట్ పెట్కూ... యూట్యూబ్ లా వీడియో పెద్తే అందరు కామెంట్లు చెస్టారు... బాగా జీతం ఇస్తునట్టు ఉండీ నీకు త్రెస్ హెడ్ ఆఫీస్ నన్చ్,0,,"['కామెంట్లు', 'చీజ్', 'వల్లా', 'ఇస్తం...', 'పోయ్', 'నీ', 'సెపరేట్', 'సైట్', 'పెట్కూ...', 'యూట్యూబ్', 'లా', 'వీడియో', 'పెద్తే', 'అందరు', 'కామెంట్లు', 'చెస్టారు...', 'బాగా', 'జీతం', 'ఇస్తునట్టు', 'ఉండీ', 'నీకు', 'త్రెస్', 'హెడ్', 'ఆఫీస్', 'నన్చ్']"
ఈ. బి. జె. పి. చమురు ధరల పెరుగుదల,0,,"['ఈ.', 'బి.', 'జె.', 'పి.', 'చమురు', 'ధరల', 'పెరుగుదల']"
ఈ. బి. జె. పి. చమురు ధరల పెరుగుదల,0,,"['ఈ.', 'బి.', 'జె.', 'పి.', 'చమురు', 'ధరల', 'పెరుగుదల']"
అదే మల్లన్న లెక్కనే ఉన్నాది కడ నీ కథ kuda.yeda డోరికిల్లు రా సామీ,0,,"['అదే', 'మల్లన్న', 'లెక్కనే', 'ఉన్నాది', 'కడ', 'నీ', 'కథ', 'kuda.yeda', 'డోరికిల్లు', 'రా', 'సామీ']"
"ఐ పింకీ హే పింకీ హే పింకీ, ఎట్ల అనివార్యం, నేను కె. సి. ఆర్. ఎట్లౌండు? టైమ్ కీ మనీ బిర్యానీ ఇస్తుండా",0,,"['ఐ', 'పింకీ', 'హే', 'పింకీ', 'హే', 'పింకీ,', 'ఎట్ల', 'అనివార్యం,', 'నేను', 'కె.', 'సి.', 'ఆర్.', 'ఎట్లౌండు?', 'టైమ్', 'కీ', 'మనీ', 'బిర్యానీ', 'ఇస్తుండా']"
వానికీ నుకలు దగ్గర పడై అన్న,0,,"['వానికీ', 'నుకలు', 'దగ్గర', 'పడై', 'అన్న']"
టి ఆర్ ఎస్ పొయనాక నిన్ను ఉతుకుతారు... కనిపియావ్ లీ ఇంకా... చెస్కో రిపోర్టింగ్ ఇ 1 సంవత్సరం,0,,"['టి', 'ఆర్', 'ఎస్', 'పొయనాక', 'నిన్ను', 'ఉతుకుతారు...', 'కనిపియావ్', 'లీ', 'ఇంకా...', 'చెస్కో', 'రిపోర్టింగ్', 'ఇ', '1', 'సంవత్సరం']"
బిజెపి పెట్రోల్ 500 ఎల్పిజి 5000 డీజిల్ 400 పక్కా,0,,"['బిజెపి', 'పెట్రోల్', '500', 'ఎల్పిజి', '5000', 'డీజిల్', '400', 'పక్కా']"
"ఈ పోస్ట్ దేశ స్థితికి సంబంధించినది, మీరు మట్లాడి వీడియోలను ఇక్కడ ఎందుకు పోస్ట్ చేయరు?",0,,"['ఈ', 'పోస్ట్', 'దేశ', 'స్థితికి', 'సంబంధించినది,', 'మీరు', 'మట్లాడి', 'వీడియోలను', 'ఇక్కడ', 'ఎందుకు', 'పోస్ట్', 'చేయరు?']"
"కె. సి. ఆర్థర్ చాలా అనుభవించిన వ్యక్తుల గురించి మాట్లాడతారు. వాస్తవానికి, చెత్తను అనుభవించిన వ్యక్తులు మాత్రమే జన్మించారు.",0,,"['కె.', 'సి.', 'ఆర్థర్', 'చాలా', 'అనుభవించిన', 'వ్యక్తుల', 'గురించి', 'మాట్లాడతారు.', 'వాస్తవానికి,', 'చెత్తను', 'అనుభవించిన', 'వ్యక్తులు', 'మాత్రమే', 'జన్మించారు.']"
